Akun,Tweet,Lokasi,Label;;;
"https://twitter.com/anteraja_id,""@starwofie Hi Hepizen, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI"",";;;
"https://twitter.com/anteraja_id,""@tengamalam Hi Kak Bintang, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI"",";;;
"https://twitter.com/anteraja_id,""@raihantuh Hi Kak Raihan, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI"",";;;
"https://twitter.com/anteraja_id,""@OkvatDila Hi Kak Okvat, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI"",";;;
"https://twitter.com/ninaocktavia,@anteraja_id @AnterajaCare awas aja kalo sampe jam 3 ga dipickup,""Place(id='dd111d5dd4287fd8', fullName='Bojonggede, Indonesia', name='Bojonggede', type='city', country='Indonesia', countryCode='ID')""";;;
"https://twitter.com/anteraja_id,""@OkvatDila Hi Kak Okvat, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI"",";;;
"https://twitter.com/anteraja_id,""@dapukkkk Hi Kak, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI"",";;;
"https://twitter.com/anteraja_id,""@gerifathur Hi Kak Geri, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk bisikin no resi kamu ke DM akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI"",";;;
"https://twitter.com/Billy_realdo07,""@anteraja_id BAIKNYA RAMADAN ";;;
"@yourbestservant @winsabagus @dailysarss #PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/anteraja_id,""@Adehari07580781 Hi Kak Ade, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI"",";;;
"https://twitter.com/hugozeldaa,""@anteraja_id BAIKNYA RAMADAN ";;;
"@MahardikaNo @Ananta1103 @itsme_aciii98 #PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/hugozeldaa,""@anteraja_id BAIKNYA RAMADAN ";;;
"@MahardikaNo @Ananta1103 @itsme_aciii98 #PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/anteraja_id,""@ninaocktavia Hi Kak Nina, jgn risau ya. Kendala paket kamu akan segera MinAja bantu. Yuk move DM ke akun baru kami di @AnterajaCare spy privasimu terjaga. Trims :) ^PI"",";;;
"https://twitter.com/tetj__,""@anteraja_id 1. Baiknya Ramadan";;;
2. @aufaztec @hamjahat @rnpamungkas ;;;
"3. #PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/rangkulsalira,""@anteraja_id BAIKNYA RAMADAN";;;
@egianada @AanaLati @eramd_01 ;;;
" #PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/MichieYoe,""@anteraja_id @mkdafi21_ Baiknya Ramadan @12_nkta";;;
@Akhsin16 @agvano48;;;
"#PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/Herlina231173,""@anteraja_id BAIKNYA RAMADAN ";;;
@FirnandoIrin @baerinn_win_ @Safitrizarfin ;;;
" #PastiBagiHadiah #BaiknyaRamadan"",";;;
https://twitter.com/Ikhsan_indr,@anteraja_id Baiknya Ramadan @initukiki @ThaniaCarlene @AlfathirRaihan2  #BaiknyaRamadan #PastiBagiHadiah,;;;
"https://twitter.com/Prazz_kha,""@anteraja_id Baiknya Ramadan";;;
@eRcepeRose @ouwlivia @cacabatiqa skuyyy ikutan ;;;
;;;
"#PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/ninaocktavia,""@anteraja_id tolong dong pelayanannya diperbaiki. dr kemaren loh ga dipickup sampe skrg. cape bgt complain mulu. bisa dipickup skrg gak? kalo enggak, mau gua cancel https://t.co/jJywgXFTxZ"",";;;
https://twitter.com/Izalcyber,@anteraja_id Baiknya Ramadan @yuliantnurul @nununn @feriyadiramen  #PastiBagiHadiah #BaiknyaRamadan,;;;
"https://twitter.com/Iuzuaf,""@anteraja_id BAIKNYA RAMADAN ";;;
"@MasKuntul2 @yerfana_ @rozaqq087  #PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/yerfana_,""@anteraja_id BAIKNYA RAMADAN ";;;
"@MasKuntul2 @iuzuaf @rozaqq087  #PastiBagiHadiah #BaiknyaRamadan"",";;;
https://twitter.com/_28_Gi,@anteraja_id Baiknya Ramadan @Hasruull  @wachidnur18 @ganda_akay #BaiknyaRamadan #PastiBagiHadiah,;;;
"https://twitter.com/peyeeeek,""@anteraja_id BAIKNYA RAMADAN ";;;
"@MasKuntul2 @iuzuaf @rozaqq087  #PastiBagiHadiah #BaiknyaRamadan"",";;;
https://twitter.com/inisiena__,@anteraja_id Baiknya Ramadan @Ardimasrama99 @Ence_mad5 @gedefoxira #PastiBagiHadiah #BaiknyaRamadan,;;;
"https://twitter.com/RR_WUW,""@anteraja_id Jawabannya adalah """"Baiknya Ramadhan"""" ";;;
;;;
"Yuk @kikimmm_03 @bellahanahana @dybibblee  jangan lupa follow dan ikutan kuisnya dari @anteraja_id #PastiBagiHadiah #BaiknyaRamadhan"",";;;
"https://twitter.com/mkdafi21_,""@anteraja_id Baiknya Ramadan @dandeell15_ ";;;
@inisiena__ @wivkyazz;;;
"#PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/semakindirevan,""@anteraja_id 1. Baiknya ramadan";;;
2. @Christopher_as_  @alganiusnugraha  @jokennn23 ;;;
"3. #PastiBagiHadiah #BaiknyaRamadan"",";;;
https://twitter.com/YoanAndriani3,@anteraja_id BAIKNYA RAMADAN @Aliyaaamsn @kinoy24_ @mkdafi21_ #PastiBagiHadiah #BaiknyaRamadan,;;;
https://twitter.com/zxzrhan,@anteraja_id BAIKNYA RAMADAN @izxywk @aindrrr @eyija #PastiBagiHadiah #BaiknyaRamadhan,;;;
https://twitter.com/YDOL_,@anteraja_id baiknya ramadan @deerclawss @gryfndrr @RossaGhea #PastiBagiHadiah #BaiknyaRamadan,;;;
https://twitter.com/Oktaa_ASF,@anteraja_id (Bike)NYA Ramadan @Lindaagustin_08 @fitriaandika01 @KenzoAji_7 @tulangmuda20 gasskeunn #PastiBagiHadiah #BaiknyaRamadan,;;;
"https://twitter.com/dwi_prasetyoo,""@anteraja_id BAIKNYA RAMADAN";;;
;;;
Yuk Sob, ikutan @akbar_2810  @Mistini16  @danilislam25 ;;;
Semoga beruntung 🤲;;;
#PastiBagiHadiah;;;
"#BaiknyaRamadan"",";;;
"https://twitter.com/MRF_Della28,""@anteraja_id Baiknya Ramadan @dipraal_ @cillevir @_Esahsjr ";;;
"#PastiBagiHadiah #BaiknyaRamadan"",";;;
https://twitter.com/hanyaprantara,@anteraja_id Baik-Nya Ramadan @0nezee_ @AkbarGhenta @radityaraffa05 #PastiBagiHadiah #BaiknyaRamadan,;;;
"https://twitter.com/dwi_prasetyoo,""@anteraja_id BAIKNYA RAMADAN";;;
;;;
Yuk Sob, ikutan @akbar_2810  @Mistini16  @danilislam25 ;;;
Semoga beruntung 🤲;;;
#PastiBagiHadiah;;;
"#BaiknyaRamadan"",";;;
https://twitter.com/hanyaprantara,@anteraja_id Baik-Nya Ramadan @0nezee_ @romesfff @radityaraffa05 #PastiBagiHadiah #BaiknyaRamadan,;;;
https://twitter.com/andreatmades,@anteraja_id Baiknya Ramadan | @duasendokaja @pupuyym @fxsika | #PastiBagiHadiah #BaiknyaRamadan,;;;
https://twitter.com/MaharaniPuan5,@anteraja_id Baiknya ramadan @agvano48 @sreheaz16 @AyrivLairmhad  #PastiBagiHadiah #BaiknyaRamadan,;;;
"https://twitter.com/Wibi114,""@anteraja_id 1. (Bike)Baiknya ramadan";;;
2. @Hanif_AF @jehaes_ @ArisDwiPradipta ;;;
"3. #PastiBaguHadiah #BaiknyaRamadan"",";;;
https://twitter.com/MaharaniPuan5,@anteraja_id Baiknya ramadhan @sreheaz16 @agvano48 @barryabay  #PastiBagiHadiah #BaiknyaRamadan,;;;
"https://twitter.com/ericsvr_,""@anteraja_id BAIKNYA RAMADAN ";;;
@tulisannnnn @kuncirfiony;;;
"@dickyyendri_ #PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/Wibi114,""@anteraja_id 1. Baiknya ramadan";;;
2. @Hanif_AF @jehaes_ @ArisDwiPradipta ;;;
"3. #PastiBaguHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/yesidwipe2,""@anteraja_id bike(baik)nya ramadan #PastiBagiHadiah #BaiknyaRamadan";;;
"yuk ikutan @_Nur______ @dindasgcz @aiyemael"",";;;
"https://twitter.com/ericsvr_,""@anteraja_id BAIKNYA RAMADAN ";;;
@tulisannnnn @kuncirfiony;;;
"@dickyyendri_ #PastiBagiHadiah #BaiknyaRamadan"",";;;
https://twitter.com/airinw_,@anteraja_id Baiknya Ramadan #PastiBagiHadiah #BaiknyaRamadan  ikutan ygy @NichoPatihan @Terywe_ @IreneWijaya_,;;;
"https://twitter.com/dipraal_,""@anteraja_id Baiknya Ramadan @Deanj1_ @dwnsttxyz @MRF_Della28 ";;;
"#PastiBagiHadiah #BaiknyaRamadan"",";;;
"https://twitter.com/anteraja_id,""Syaratnya:";;;
;;;
1. Jawab dengan reply;;;
2. Mention 3 orang temanmu biar ikutan juga;;;
3. Sertakan hashtag #PastiBagiHadiah #BaiknyaRamadan di setiap jawabanmu;;;
;;;
"Semoga beruntung~ 🫶🫶"",";;;
"https://twitter.com/anteraja_id,""Selain bagi-bagi foto Oshi, #BaiknyaRamadan bagi-bagi hadiah biar puasanya makin semangat.";;;
;;;
Jawab pertanyaan dari clue yang ada di gambar. Bagi yang beruntung, berkesempatan dapetin headphone Gaming Atom7 dan Wireless Soul headphone.;;;
;;;
"Reply jawabanmu~ 🤗😍 https://t.co/MG9HPUdUxp"",";;;
https://twitter.com/SiregarCisca,@sandrashfra @anteraja_id Setujaaaaaaa 1000000%%%%%,;;;
https://twitter.com/deirputraid,Semoga MUI Melabeli @AnterajaCare @anteraja_id Haram Untuk Di Pakai Jasanya. Karena Ekspedisi ini hanya jadi biang masalah dan musibah. Semoga anteraja cepet Tutup dan bangkrut!!!!,;;;
"https://twitter.com/Adehari07580781,""@anteraja_id No resi 10006916919425 sampe hari ini belum sampe, gudangnya di Cirebon di mana ya... Saya mau ambil sendiri"",";;;
"https://twitter.com/gerracyntiaa,""@deirputraid @anteraja_id @AnterajaCare kapok sih, ini akan jadi terakhir kalinya pake ekspedisi anteraja :)👎"",";;;
https://twitter.com/deirputraid,@gerracyntiaa @anteraja_id @AnterajaCare Ekspedisi ini memang musibah 🤬.,;;;
"https://twitter.com/gerifathur,""Halo min @anteraja_id kejadian lagi nih 10006917858242 no resi ini stuck di hub dari kemarin statusnya,bisa tolong d cek? Trimz"",";;;
https://twitter.com/duzafik_46,@S_FloraJKT48 @anteraja_id 😲,;;;
"https://twitter.com/anteraja_id,""@sbyfess Hi Kak, maaf ya bikin kakak ga nyaman. FYI, mulai tgl 20 Feb 2023 untuk layanan ";;;
@anteraja_id;;;
 beralih ke ;;;
@AnterajaCare;;;
". Untuk itu kakak bisa DM akun AnterajaCare agar bisa langsung kami tindaklanjuti kendalanya ya kak. Happy Fasting #BaiknyaRamadan. Thx :)"",";;;
"https://twitter.com/dapukkkk,""Waktunya menonaktifkan @anteraja_id di @ShopeeID, dari tanggal 25 minta pickup sampe jatuh tempo tanggal 29 ga dipickup2. Udah gtu gada komunikasi, tbtb minta penjadwalan ulang. https://t.co/OL29U4YE3C"",";;;
"https://twitter.com/gerracyntiaa,""Halo @anteraja_id @AnterajaCare Tolong banget paket saya gimana ya statusnya? ga ada kejelasan pasti dari kalian, cuma di suruh nunggu, nunggu dan nunggu. Kalau memang hilang ya bilang, sama jangan lupa pertanggung jawabannya juga ya."",";;;
https://twitter.com/OkvatDila,@anteraja_id @TokopediaCare ini kurirnya ngga datang.kok bisa dia cancel ya? Barang saya juga hilang. Apa dia ambil tapi ngga update? https://t.co/jrEKMc1Jed,;;;
https://twitter.com/OkvatDila,@anteraja_id tolong cek 10006935286625 ini kenapa ngga update ya,;;;
https://twitter.com/duzafik_46,@A_GitaJKT48 @anteraja_id 👍,;;;
"https://twitter.com/F_afdil,""@AnterajaCare @anteraja_id nyesel plih kurir ini, klo brg hrga 50rb aja q biarkan dah 💀💀";;;
"senin gk d kirim, slasa mangkrak, hri ini mangkrak lg?"",";;;
https://twitter.com/raihantuh,@anteraja_id cek dm,;;;
https://twitter.com/sinaziraf,@TokopediaCare Strategi yang Penting sekali adalah Hapus @anteraja_id @AnterajaCare dari list pilihan kurir. Dapat komplen terus dari Pembeli kalo pake kurir ini. @TokopediaCare kapan pedulinya ? segera boikot kerjasama dengan mereka.,;;;
https://twitter.com/sinaziraf,@bikinperih @anteraja_id Sampai sekarang paket Anteraja @anteraja_id @AnterajaCare PASTI SELALU macet berhari-hari kalo sudah mampir di Jakarta Utara,;;;
https://twitter.com/fahriajaoke,@C_JesslynJKT48 @anteraja_id Thanks ya 😊,;;;
https://twitter.com/fahriajaoke,@Freya_JKT48 @anteraja_id Wih 👍,;;;
https://twitter.com/fahriajaoke,@F_OllaJKT48 @anteraja_id 👍👍,;;;
https://twitter.com/tulusadhii,@pkyuniar @anteraja_id @AnterajaCare Ya ampun muter jauh,;;;
https://twitter.com/tengamalam,@anteraja_id Gak akan pake jasa ekspedisi ini lagi. LAMBAT,;;;
"https://twitter.com/starwofie,""min pesanan ku belum juga dikirim udah nyantol 4 hari, gimana ini 😬 @anteraja_id"",";;;
https://twitter.com/thoriqmh,@anteraja_id @AnterajaCare @AnterajaCare gimana ini min... saya mau cek resi juga gak bisa soalnya di website minta no resi pake koma sementara saya dapet yg gak pake koma https://t.co/6fMx5WXW5e,;;;
"https://twitter.com/4nakgemes,""@anteraja_id min paket gw kok statusnya aneh, dari senin mau di kirim ke alamat sampe hari ini blm sampe, sedangakan paket yg lain dah pada sampe coba min d cek";;;
"10006920123944"",";;;
https://twitter.com/galangfadel,@AnterajaCare @anteraja_id 10006914437091 lama bener paket udah 2 hari diem aja ga diantar-antar oleh kurir,;;;
"https://twitter.com/maungngomul,""@mohdidanr @anteraja_id @AnterajaCare ini waktu itu kepepet sih, ga sengaja kepilih"",";;;
https://twitter.com/wachidnur18,@anteraja_id kapan nih min ada Photocard yang versi member2 lain juga min 🥹,;;;
https://twitter.com/semangatjuangg,@Freya_JKT48 @anteraja_id tolong semnagatin aku puasa dengan memberikan pap,;;;
https://twitter.com/pkyuniar,halo admin @anteraja_id @AnterajaCare kenapa paketanku muter muter sih. padahal udah sampai di Hub Sukoharjo itu tinggal antar ke alamat rumah loh. kenapa balik lagi ke Hub Semarang. kok gajelas banget gini sih https://t.co/snO06EkTo7,;;;
https://twitter.com/_28_Gi,Thanks min @anteraja_id semangat ini mah puasa hari ini,;;;
"https://twitter.com/mohdidanr,""@maungngomul @anteraja_id @AnterajaCare Banyakin sabar aja bang kalo pake ekspedisi itu, pernah ngalamin soalnya 1minggu lebih barang ga dateng-dateng pake ekspedisi itu.";;;
;;;
"Saran aja, next kalo pesen barang jangan pilih ekspedisi itu, ga beres."",";;;
https://twitter.com/FlyaN__,@C_JesslynJKT48 @anteraja_id Oke ci,;;;
https://twitter.com/maungngomul,gimana ni admin @anteraja_id @AnterajaCare,;;;
"https://twitter.com/botiez_juan87,""@anteraja_id belanja di tokopedia dari tanggal 25 Maret sampe sekarang tanggal 29 Maret cuma tertulis menunggu kurir pake Kurir EntarAja, bener2 idiot @tokopedia"",";;;
https://twitter.com/miipan2404,@C_JesslynJKT48 @anteraja_id Sahur bersama ci jes pict,;;;
https://twitter.com/ocHanadaLPotro,Paket ini di manaaaaaaa 10006926659342 @anteraja_id https://t.co/beqqNNU8bm,;;;
https://twitter.com/Levin0888,@anteraja_id Masih mau menggunakan kurir barbar dan lambat dari jasa pengiriman ini? Lebih baik menggunakan jasa pengiriman lain meskipun jarang ada promo tetapi kurirnya tidak barbar (preman) dan gesit. https://t.co/ddJWS7k6qw,;;;
https://twitter.com/maungngomul,up @anteraja_id,;;;
https://twitter.com/yerinjahat,@anteraja_id min emg proses cashout saldo refundaja ke rekening se lama ini kah,;;;
https://twitter.com/shashbrn,demi allah anter aja lama bgt udh pake yg sehari sampe tp ga sampe2 pdhl order dr hr jumat 😡😡😡😡 nyebeliiiiin! kl basi tanggung jwb ya @anteraja_id !!!!!!!!,;;;
https://twitter.com/adamori_g,@anteraja_id Dedek kitty bombastic side eye 🔥,;;;
https://twitter.com/AvicenaJkt48,@Freya_JKT48 @_Nur______ @anteraja_id W ga dapet freeeeeeeee,;;;
https://twitter.com/noeeja,@Freya_JKT48 @anteraja_id kerennyaa,;;;
https://twitter.com/uriptyo,@S_GraciaJKT48 @anteraja_id Berarti klo di belakang boleh dong ci wkwk,;;;
https://twitter.com/semangatjuangg,@Freya_JKT48 @anteraja_id semangat kegiatannya yap,;;;
https://twitter.com/semangatjuangg,@Freya_JKT48 @anteraja_id aku ketinggalan sr kamu tadi fre. tapi dah nonton ulangannya di yutub,;;;
https://twitter.com/zgiaahahaa,@anteraja_id https://t.co/p2mq4kXiYg,;;;
"https://twitter.com/Riyan_Hitman,""@anteraja_id min ini ada masalah apa kah?? Ko paket saya stak dari kemaren ga bergerak,,,"",";;;
https://twitter.com/duzafik_46,@Freya_JKT48 @anteraja_id Mantap.,;;;
https://twitter.com/duzafik_46,@C_JesslynJKT48 @anteraja_id ❤️❤️,;;;
https://twitter.com/movieden,Hi @anteraja_id tolong cek DM ya. Thank you,;;;
https://twitter.com/vrwtf,@Freya_JKT48 @anteraja_id can't relate kk😬✌,;;;
https://twitter.com/jonnfxx,@Freya_JKT48 @anteraja_id Anter ke aku kapan fre? @Freya_JKT48,;;;
https://twitter.com/andinoorwahidin,@C_JesslynJKT48 @anteraja_id Makasih🙏,;;;
"https://twitter.com/juanpratm_,""Mau pake @anteraja_id @AnterajaCare ? Pikir pikir dehh, gw udah 2x pake sameday yng katanya 8jam🤣 sampenya selalu besok/lusa nya.";;;
;;;
"AnterAja? EntarAja maksudnya, ganti deh nama brandnya https://t.co/JZqN9eTdsa"",";;;
https://twitter.com/Bhopik32,@anteraja_id oniel gua 😍😘😘😘,;;;
https://twitter.com/auliyesh,@Freya_JKT48 @anteraja_id tutor jadi satpamnya dong ...🙂,;;;
https://twitter.com/Kathzzy_,@C_JesslynJKT48 @anteraja_id Lop it,;;;
"https://twitter.com/jjmarkoo,""@anteraja_id tolong cdm ya min, thx"",";;;
https://twitter.com/RomansyahYungki,@Freya_JKT48 @anteraja_id 💓,;;;
"https://twitter.com/finanurdianti,""@anteraja_id Malam min, mau tanya dong barang dengan kode booking TAA-00000299QYQ kemarin sudah diambil oleh kurir tapi satus belum berubah. Karena kemarin ada 2 barang dengan akun yg berbeda jd yg direquest yg salah satu saja tp barang diambil 22nya, tp statusnya blm berubah."",";;;
https://twitter.com/daniellabelll,@anteraja_id kak ini paket saya kaga di ambil ambil gmn dah mau ke kantornya tutup🥲,;;;
https://twitter.com/ayamgesrek,@C_JesslynJKT48 @anteraja_id Semangat bener akuh ^^,;;;
"https://twitter.com/anteraja_id,""@eryghi_ Hi Kak Atok, maaf ya bikin kakak risau. FYI, mulai tgl 20 Feb 2023 utk layanan @anteraja_id move ke @AnterajaCare ya. MinAja tunggu chat kamu. Semoga puasanya lancar dan selalu dapet #BaiknyaRamadan ya. Trims :) ^UR"",";;;
"https://twitter.com/anteraja_id,""@sandrashfra Hi Kak Sandra, maaf ya bikin kakak risau. FYI, mulai tgl 20 Feb 2023 utk layanan @anteraja_id move ke @AnterajaCare ya. MinAja tunggu chat kamu. Semoga puasanya lancar dan selalu dapet #BaiknyaRamadan ya. Trims :)^UR"",";;;
https://twitter.com/sandrashfra,@anteraja_id kirim barang pake ekspedisi anter aja lama pol ketahannya😢 ini mah bukan anter aja tapi entar aja😠,;;;
https://twitter.com/comrade_sofwan,@C_JesslynJKT48 @anteraja_id Gw mo tidur skrg ah biar bangun ada pap sahur,;;;
https://twitter.com/CloudsBoy__,@Freya_JKT48 @anteraja_id Info cara jadi satpam,;;;
https://twitter.com/FajaRydhan,@Freya_JKT48 @anteraja_id Masya Allah,;;;
https://twitter.com/nabukheee,@Freya_JKT48 @anteraja_id Aaaa keren asik bgt👍 https://t.co/2KIq1xNqEm,;;;
https://twitter.com/qpwlwl,@Freya_JKT48 @anteraja_id Sr Frey,;;;
"https://twitter.com/berisikkbanget,""@anteraja_id cek dm, thankyou"",";;;
https://twitter.com/eryghi_,ini paket gw bisa2nya nyasar sampe ternate. pdhl cuma jkt-bogor. kenapa ga sampe papua sekalian min. bener2 tolol @anteraja_id,;;;
https://twitter.com/trtagstio,@Freya_JKT48 @anteraja_id info lowongan jadi satpam deket rumah km fre,;;;
https://twitter.com/dadonarie,@anteraja_id Fenikuhibiniu,;;;
https://twitter.com/IrgiFaisall,@Freya_JKT48 @anteraja_id ka freya hehe~,;;;
https://twitter.com/tiosdww,@C_JesslynJKT48 @anteraja_id mvp ramadhan gw nih bos. jgn lupa ci #7 nya,;;;
https://twitter.com/ihzamamta_,@Freya_JKT48 @anteraja_id https://t.co/V7gAYo1uim,;;;
"https://twitter.com/tegaremyuuu,""@Freya_JKT48 @anteraja_id Kerennn👍. Anuu Ndoro, eee Live Sr nya kapan hehe😂"",";;;
https://twitter.com/kuple7098,@Freya_JKT48 @anteraja_id Info loker satpam komplek freya,;;;
https://twitter.com/adamori_g,@Freya_JKT48 @anteraja_id Wiih. Alhamdulillah ✨,;;;
https://twitter.com/D_B3SAR,@Freya_JKT48 @anteraja_id Beuh bahagia nya dikasih lord preya,;;;
https://twitter.com/ChaSoo52940959,@C_JesslynJKT48 @anteraja_id Di tunggu pap day 7 naaaa,;;;
https://twitter.com/hadeeeeehhhhh,@Freya_JKT48 @anteraja_id Ini dia cewek komplek yg keluar rumah cuma setahun sekali pas sholat tarawih,;;;
https://twitter.com/Hiraidang,@C_JesslynJKT48 @anteraja_id Sorum gak kajes,;;;
"https://twitter.com/anteraja_id,""@_elternally Hi Kak, dg senang hti. FYI, mulai tgl 20 Feb 2023 utk layanan @anteraja_id move ke @AnterajaCare ya. MinAja tunggu chat kamu. Semoga puasanya lancar dan selalu dapet #BaiknyaRamadan ya. Trims :) ^UR"",";;;
https://twitter.com/hadeeeeehhhhh,@C_JesslynJKT48 @anteraja_id Bestieku emang luv bgt,;;;
https://twitter.com/watashiputrii,@Freya_JKT48 @anteraja_id makasih td udh ngirimin makanan.,;;;
https://twitter.com/sssyi_,@Freya_JKT48 @anteraja_id reflek jadi satpam,;;;
https://twitter.com/Bismika_Mukti,@C_JesslynJKT48 @anteraja_id Bersama jesslyn's sahur pict membangun negeri,;;;
https://twitter.com/dendy9863,@Freya_JKT48 @anteraja_id Aku juga mau,;;;
"https://twitter.com/aicksendent,""@C_JesslynJKT48 @anteraja_id Ya aku salah satunya ci! ☝";;;
"Tiap hari jd pengen cepet2 sahur daripada buka"",";;;
https://twitter.com/jibets_,@C_JesslynJKT48 @anteraja_id Arigatou 🙏,;;;
https://twitter.com/abebasudara,@C_JesslynJKT48 @anteraja_id nice ci,;;;
https://twitter.com/YareY4r3Daze,@C_JesslynJKT48 @anteraja_id Thanks infonya min,;;;
https://twitter.com/katsuzetsuck,@A_GitaJKT48 @anteraja_id satpam yg ini? https://t.co/o1rzT6HLnx,;;;
https://twitter.com/macchiatoku,@C_JesslynJKT48 @anteraja_id jadi pengen cepet2 sahur ci tiap hari,;;;
https://twitter.com/DnZ_Crusher,@Freya_JKT48 @anteraja_id Aku juga mw fre 🥰,;;;
https://twitter.com/giyohoho,@C_JesslynJKT48 @anteraja_id Makasihhh Cici 😻😽,;;;
https://twitter.com/Hey_Nezukoo,@Freya_JKT48 @anteraja_id Freya kapan sr nya,;;;
https://twitter.com/Park_Kinson,@C_JesslynJKT48 @anteraja_id https://t.co/vKOUng5Th4,;;;
"https://twitter.com/maulnn__,""@Freya_JKT48 @anteraja_id Masyaallah, mulia sekali anak ini 🫡"",";;;
https://twitter.com/R_Andrians,@Freya_JKT48 @anteraja_id Kapan berbagi kasih dengan ku fre,;;;
https://twitter.com/Faisssss187,@Freya_JKT48 @anteraja_id Infokan menu,;;;
https://twitter.com/Kuromeeee__,@C_JesslynJKT48 @anteraja_id Nggihh,;;;
"https://twitter.com/mbudsprasetyo,""@Freya_JKT48 @anteraja_id Mantap";;;
"Keren kak"",";;;
https://twitter.com/semangatjuangg,@Freya_JKT48 @anteraja_id siap min,;;;
https://twitter.com/mas_mauul,@Freya_JKT48 @anteraja_id Semangat fre👍,;;;
https://twitter.com/kevin_dels,@Freya_JKT48 @anteraja_id Aku lah si satpam itu☝,;;;
https://twitter.com/Man_huuddd,@Freya_JKT48 @anteraja_id SR nya jam berapa ya Ndoro?? 🙏🏼🙇,;;;
https://twitter.com/27_septa,@Freya_JKT48 @anteraja_id Alangkah baiknya kalau cerita brbagi takjilnya di lanjutin di showroom ndoro,;;;
https://twitter.com/Y2k_Flanker46,@Freya_JKT48 @anteraja_id Kerenn freyana.. https://t.co/5cu6njdPRH,;;;
"https://twitter.com/BintanqRahma,""@C_JesslynJKT48 @anteraja_id berbuka dong bos kalo jam segini, tapi kalo north america jam segini bener sahur sih"",";;;
https://twitter.com/Vasco_48,@Freya_JKT48 @anteraja_id Berbagi takjil ke wota kapan?,;;;
https://twitter.com/EryChan14,@Freya_JKT48 @anteraja_id masyaaAllah freyaa,;;;
https://twitter.com/Rein4600,@Freya_JKT48 @anteraja_id Kamu gak pengen sr kah??? :(,;;;
https://twitter.com/10969aldy,@Freya_JKT48 @anteraja_id Seumur hidup baru kali ini pngen jadi satpam dket rumahnya,;;;
https://twitter.com/sacrifice64561,@Freya_JKT48 @anteraja_id pict nya mana 😅,;;;
https://twitter.com/marybscenez,@Freya_JKT48 @anteraja_id Allhamdulilah,;;;
https://twitter.com/fzjck,@C_JesslynJKT48 @anteraja_id Makasih cijess,;;;
https://twitter.com/FKRSM_,@C_JesslynJKT48 @anteraja_id Terima kasih cici 🫶❤,;;;
https://twitter.com/sofeff,@C_JesslynJKT48 @anteraja_id 🫡,;;;
https://twitter.com/KZzuo,@C_JesslynJKT48 @anteraja_id Aseq ❤❤,;;;
https://twitter.com/ibasxfm,@Freya_JKT48 @anteraja_id satpamnya dapet bonus senyuman km jg kak,;;;
https://twitter.com/ninininiam,@Freya_JKT48 @anteraja_id abis itu kita makan bareng ya,;;;
https://twitter.com/manisankhuldi,@Freya_JKT48 @anteraja_id Ndoro sorum ga hari ini?,;;;
https://twitter.com/teguh_saka,@Freya_JKT48 @anteraja_id Buka puasa dulu dek 👍,;;;
https://twitter.com/susahpisah,@C_JesslynJKT48 @anteraja_id semangat memamg,;;;
https://twitter.com/lnitialD_,@C_JesslynJKT48 @anteraja_id baik betul,;;;
https://twitter.com/oshima_ann,@Freya_JKT48 @anteraja_id bahagia nya si satpam wkwk,;;;
https://twitter.com/C_JesslynJKT48,#BaiknyaRamadhan kali ini aku mau ikut semangatin temen temen yang sahur❤️❤️ @anteraja_id,;;;
https://twitter.com/satyarzky,@Freya_JKT48 @anteraja_id aku lah satpam itu ☝️,;;;
