Tweet,Clean Tweet,Lower Tweet,Tokenize,Stemming,Stopwords,Filter By Length,Label,Kata,Hitung
@C_JesslynJKT48 @anteraja_id nice ci,nice ci,nice ci,"['nice', 'ci']","nice,ci","nice,ci",nice,netral,['nice'],{'nice': 1}
@C_JesslynJKT48 @anteraja_id Thanks infonya min,Thanks infonya min,thanks infonya min,"['thanks', 'infonya', 'min']","thanks,info,min","thanks,info,min","thanks,info",positif,"['thanks', 'info']","{'thanks': 1, 'info': 1}"
@A_GitaJKT48 @anteraja_id satpam yg ini? https://t.co/o1rzT6HLnx,satpam yg ini,satpam yg ini,"['satpam', 'yg', 'ini']","satpam,yg,ini","satpam,yg",satpam,netral,['satpam'],{'satpam': 1}
@C_JesslynJKT48 @anteraja_id jadi pengen cepet2 sahur ci tiap hari,jadi pengen cepet sahur ci tiap hari,jadi pengen cepet sahur ci tiap hari,"['jadi', 'pengen', 'cepet', 'sahur', 'ci', 'tiap', 'hari']","jadi,ken,cepet,sahur,ci,tiap,hari","ken,cepet,sahur,ci","cepet,sahur",netral,"['cepet', 'sahur']","{'cepet': 1, 'sahur': 1}"
@C_JesslynJKT48 @anteraja_id Makasihhh Cici 😻😽,Makasihhh Cici,makasihhh cici,"['makasihhh', 'cici']","makasihhh,cici","makasihhh,cici","makasihhh,cici",positif,"['makasihhh', 'cici']","{'makasihhh': 1, 'cici': 1}"
@Freya_JKT48 @anteraja_id Freya kapan sr nya,Freya kapan sr nya,freya kapan sr nya,"['freya', 'kapan', 'sr', 'nya']","freya,kapan,sr,nya","freya,sr,nya",freya,netral,['freya'],{'freya': 1}
"@Freya_JKT48 @anteraja_id Masyaallah, mulia sekali anak ini 🫡",Masyaallah mulia sekali anak ini,masyaallah mulia sekali anak ini,"['masyaallah', 'mulia', 'sekali', 'anak', 'ini']","masyaallah,mulia,sekali,anak,ini","masyaallah,mulia,anak","masyaallah,mulia,anak",positif,"['masyaallah', 'mulia', 'anak']","{'masyaallah': 1, 'mulia': 1, 'anak': 1}"
@Freya_JKT48 @anteraja_id Kapan berbagi kasih dengan ku fre,Kapan berbagi kasih dengan ku fre,kapan berbagi kasih dengan ku fre,"['kapan', 'berbagi', 'kasih', 'dengan', 'ku', 'fre']","kapan,bagi,kasih,dengan,ku,fre","kasih,ku,fre",kasih,netral,['kasih'],{'kasih': 1}
@Freya_JKT48 @anteraja_id Infokan menu,Infokan menu,infokan menu,"['infokan', 'menu']","info,menu","info,menu","info,menu",netral,"['info', 'menu']","{'info': 1, 'menu': 1}"
@C_JesslynJKT48 @anteraja_id Nggihh,Nggihh,nggihh,['nggihh'],nggihh,nggihh,nggihh,netral,['nggihh'],{'nggihh': 1}
"@Freya_JKT48 @anteraja_id Mantap
Keren kak",Mantap Keren kak,mantap keren kak,"['mantap', 'keren', 'kak']","mantap,keren,kak","mantap,keren,kak","mantap,keren",positif,"['mantap', 'keren']","{'mantap': 1, 'keren': 1}"
@Freya_JKT48 @anteraja_id Semangat fre👍,Semangat fre,semangat fre,"['semangat', 'fre']","semangat,fre","semangat,fre",semangat,netral,['semangat'],{'semangat': 1}
@Freya_JKT48 @anteraja_id Aku lah si satpam itu☝,Aku lah si satpam itu,aku lah si satpam itu,"['aku', 'lah', 'si', 'satpam', 'itu']","aku,lah,si,satpam,itu","si,satpam",satpam,netral,['satpam'],{'satpam': 1}
@Freya_JKT48 @anteraja_id SR nya jam berapa ya Ndoro?? 🙏🏼🙇,SR nya jam berapa ya Ndoro,sr nya jam berapa ya ndoro,"['sr', 'nya', 'jam', 'berapa', 'ya', 'ndoro']","sr,nya,jam,berapa,ya,ndoro","sr,nya,jam,ya,ndoro",ndoro,netral,['ndoro'],{'ndoro': 1}
@Freya_JKT48 @anteraja_id Alangkah baiknya kalau cerita brbagi takjilnya di lanjutin di showroom ndoro,Alangkah baiknya kalau cerita brbagi takjilnya di lanjutin di showroom ndoro,alangkah baiknya kalau cerita brbagi takjilnya di lanjutin di showroom ndoro,"['alangkah', 'baiknya', 'kalau', 'cerita', 'brbagi', 'takjilnya', 'di', 'lanjutin', 'di', 'showroom', 'ndoro']","alangkah,baik,kalau,cerita,brbagi,takjil,di,lanjutin,di,showroom,ndoro","alangkah,cerita,brbagi,takjil,lanjutin,showroom,ndoro","alangkah,cerita,brbagi,takjil,lanjutin,showroom,ndoro",positif,"['alangkah', 'cerita', 'brbagi', 'takjil', 'lanjutin', 'showroom', 'ndoro']","{'alangkah': 1, 'cerita': 1, 'brbagi': 1, 'takjil': 1, 'lanjutin': 1, 'showroom': 1, 'ndoro': 1}"
@Freya_JKT48 @anteraja_id Kerenn freyana.. https://t.co/5cu6njdPRH,Kerenn freyana,kerenn freyana,"['kerenn', 'freyana']","kerenn,freyana","kerenn,freyana","kerenn,freyana",netral,"['kerenn', 'freyana']","{'kerenn': 1, 'freyana': 1}"
"@C_JesslynJKT48 @anteraja_id berbuka dong bos kalo jam segini, tapi kalo north america jam segini bener sahur sih",berbuka dong bos kalo jam segini tapi kalo north america jam segini bener sahur sih,berbuka dong bos kalo jam segini tapi kalo north america jam segini bener sahur sih,"['berbuka', 'dong', 'bos', 'kalo', 'jam', 'segini', 'tapi', 'kalo', 'north', 'america', 'jam', 'segini', 'bener', 'sahur', 'sih']","buka,dong,bos,kalo,jam,gin,tapi,kalo,north,america,jam,gin,bener,sahur,sih","buka,bos,kalo,jam,gin,kalo,north,america,jam,gin,bener,sahur,sih","buka,kalo,kalo,north,america,bener,sahur",netral,"['buka', 'kalo', 'kalo', 'north', 'america', 'bener', 'sahur']","{'buka': 1, 'kalo': 2, 'north': 1, 'america': 1, 'bener': 1, 'sahur': 1}"
@Freya_JKT48 @anteraja_id Berbagi takjil ke wota kapan?,Berbagi takjil ke wota kapan,berbagi takjil ke wota kapan,"['berbagi', 'takjil', 'ke', 'wota', 'kapan']","bagi,takjil,ke,wota,kapan","takjil,wota","takjil,wota",netral,"['takjil', 'wota']","{'takjil': 1, 'wota': 1}"
@Freya_JKT48 @anteraja_id masyaaAllah freyaa,masyaaAllah freyaa,masyaaallah freyaa,"['masyaaallah', 'freyaa']","masyaaallah,freyaa","masyaaallah,freyaa","masyaaallah,freyaa",positif,"['masyaaallah', 'freyaa']","{'masyaaallah': 1, 'freyaa': 1}"
@Freya_JKT48 @anteraja_id Seumur hidup baru kali ini pngen jadi satpam dket rumahnya,Seumur hidup baru kali ini pngen jadi satpam dket rumahnya,seumur hidup baru kali ini pngen jadi satpam dket rumahnya,"['seumur', 'hidup', 'baru', 'kali', 'ini', 'pngen', 'jadi', 'satpam', 'dket', 'rumahnya']","umur,hidup,baru,kali,ini,pngen,jadi,satpam,dket,rumah","umur,hidup,kali,pngen,satpam,dket,rumah","umur,hidup,kali,pngen,satpam,dket,rumah",netral,"['umur', 'hidup', 'kali', 'pngen', 'satpam', 'dket', 'rumah']","{'umur': 1, 'hidup': 1, 'kali': 1, 'pngen': 1, 'satpam': 1, 'dket': 1, 'rumah': 1}"
@Freya_JKT48 @anteraja_id pict nya mana 😅,pict nya mana,pict nya mana,"['pict', 'nya', 'mana']","pict,nya,mana","pict,nya",pict,netral,['pict'],{'pict': 1}
@Freya_JKT48 @anteraja_id Allhamdulilah,Allhamdulilah,allhamdulilah,['allhamdulilah'],allhamdulilah,allhamdulilah,allhamdulilah,positif,['allhamdulilah'],{'allhamdulilah': 1}
@C_JesslynJKT48 @anteraja_id Makasih cijess,Makasih cijess,makasih cijess,"['makasih', 'cijess']","makasih,cijess","makasih,cijess","makasih,cijess",positif,"['makasih', 'cijess']","{'makasih': 1, 'cijess': 1}"
@C_JesslynJKT48 @anteraja_id Terima kasih cici 🫶❤,Terima kasih cici,terima kasih cici,"['terima', 'kasih', 'cici']","terima,kasih,cici","terima,kasih,cici","terima,kasih,cici",positif,"['terima', 'kasih', 'cici']","{'terima': 1, 'kasih': 1, 'cici': 1}"
@C_JesslynJKT48 @anteraja_id Aseq ❤❤,Aseq,aseq,['aseq'],aseq,aseq,aseq,netral,['aseq'],{'aseq': 1}
@Freya_JKT48 @anteraja_id satpamnya dapet bonus senyuman km jg kak,satpamnya dapet bonus senyuman km jg kak,satpamnya dapet bonus senyuman km jg kak,"['satpamnya', 'dapet', 'bonus', 'senyuman', 'km', 'jg', 'kak']","satpam,dapet,bonus,senyum,km,jg,kak","satpam,dapet,bonus,senyum,km,jg,kak","satpam,dapet,bonus,senyum",positif,"['satpam', 'dapet', 'bonus', 'senyum']","{'satpam': 1, 'dapet': 1, 'bonus': 1, 'senyum': 1}"
@Freya_JKT48 @anteraja_id abis itu kita makan bareng ya,abis itu kita makan bareng ya,abis itu kita makan bareng ya,"['abis', 'itu', 'kita', 'makan', 'bareng', 'ya']","abis,itu,kita,makan,bareng,ya","abis,makan,bareng,ya","abis,makan,bareng",netral,"['abis', 'makan', 'bareng']","{'abis': 1, 'makan': 1, 'bareng': 1}"
@Freya_JKT48 @anteraja_id Ndoro sorum ga hari ini?,Ndoro sorum ga hari ini,ndoro sorum ga hari ini,"['ndoro', 'sorum', 'ga', 'hari', 'ini']","ndoro,sorum,ga,hari,ini","ndoro,sorum,ga","ndoro,sorum",netral,"['ndoro', 'sorum']","{'ndoro': 1, 'sorum': 1}"
@Freya_JKT48 @anteraja_id Buka puasa dulu dek 👍,Buka puasa dulu dek,buka puasa dulu dek,"['buka', 'puasa', 'dulu', 'dek']","buka,puasa,dulu,dek","buka,puasa,dek","buka,puasa",netral,"['buka', 'puasa']","{'buka': 1, 'puasa': 1}"
@C_JesslynJKT48 @anteraja_id semangat memamg,semangat memamg,semangat memamg,"['semangat', 'memamg']","semangat,memamg","semangat,memamg","semangat,memamg",netral,"['semangat', 'memamg']","{'semangat': 1, 'memamg': 1}"
@Freya_JKT48 @anteraja_id bahagia nya si satpam wkwk,bahagia nya si satpam wkwk,bahagia nya si satpam wkwk,"['bahagia', 'nya', 'si', 'satpam', 'wkwk']","bahagia,nya,si,satpam,wkwk","bahagia,nya,si,satpam,wkwk","bahagia,satpam,wkwk",positif,"['bahagia', 'satpam', 'wkwk']","{'bahagia': 1, 'satpam': 1, 'wkwk': 1}"
#BaiknyaRamadhan kali ini aku mau ikut semangatin temen temen yang sahur❤️❤️ @anteraja_id,BaiknyaRamadhan kali ini aku mau ikut semangatin temen temen yang sahur,baiknyaramadhan kali ini aku mau ikut semangatin temen temen yang sahur,"['baiknyaramadhan', 'kali', 'ini', 'aku', 'mau', 'ikut', 'semangatin', 'temen', 'temen', 'yang', 'sahur']","baiknyaramadhan,kali,ini,aku,mau,ikut,semangatin,temen,temen,yang,sahur","baiknyaramadhan,kali,semangatin,temen,temen,sahur","baiknyaramadhan,kali,semangatin,temen,temen,sahur",positif,"['baiknyaramadhan', 'kali', 'semangatin', 'temen', 'temen', 'sahur']","{'baiknyaramadhan': 1, 'kali': 1, 'semangatin': 1, 'temen': 2, 'sahur': 1}"
@Freya_JKT48 @anteraja_id aku lah satpam itu ☝️,aku lah satpam itu,aku lah satpam itu,"['aku', 'lah', 'satpam', 'itu']","aku,lah,satpam,itu",satpam,satpam,netral,['satpam'],{'satpam': 1}
@Freya_JKT48 @anteraja_id kerennn,kerennn,kerennn,['kerennn'],kerennn,kerennn,kerennn,positif,['kerennn'],{'kerennn': 1}
@Freya_JKT48 @anteraja_id FREYA SHOWROOM,FREYA SHOWROOM,freya showroom,"['freya', 'showroom']","freya,showroom","freya,showroom","freya,showroom",netral,"['freya', 'showroom']","{'freya': 1, 'showroom': 1}"
"@Freya_JKT48 @anteraja_id Waini, semoga berkah ya Aamiin😊",Waini semoga berkah ya Aamiin,waini semoga berkah ya aamiin,"['waini', 'semoga', 'berkah', 'ya', 'aamiin']","waini,moga,berkah,ya,aamiin","waini,moga,berkah,ya,aamiin","waini,moga,berkah,aamiin",positif,"['waini', 'moga', 'berkah', 'aamiin']","{'waini': 1, 'moga': 1, 'berkah': 1, 'aamiin': 1}"
@Freya_JKT48 @anteraja_id jadwal sr kapan mintttt,jadwal sr kapan mintttt,jadwal sr kapan mintttt,"['jadwal', 'sr', 'kapan', 'mintttt']","jadwal,sr,kapan,mintttt","jadwal,sr,mintttt","jadwal,mintttt",netral,"['jadwal', 'mintttt']","{'jadwal': 1, 'mintttt': 1}"
@Freya_JKT48 @anteraja_id uwuooggg,uwuooggg,uwuooggg,['uwuooggg'],uwuooggg,uwuooggg,uwuooggg,netral,['uwuooggg'],{'uwuooggg': 1}
@Freya_JKT48 @anteraja_id Wih ke pak rt ngak kk frey,Wih ke pak rt ngak kk frey,wih ke pak rt ngak kk frey,"['wih', 'ke', 'pak', 'rt', 'ngak', 'kk', 'frey']","wih,ke,pak,rt,ngak,kk,frey","wih,rt,ngak,kk,frey","ngak,frey",netral,"['ngak', 'frey']","{'ngak': 1, 'frey': 1}"
@Freya_JKT48 @anteraja_id Reflek jadi satpam biar dapat takjil,Reflek jadi satpam biar dapat takjil,reflek jadi satpam biar dapat takjil,"['reflek', 'jadi', 'satpam', 'biar', 'dapat', 'takjil']","reflek,jadi,satpam,biar,dapat,takjil","reflek,satpam,biar,takjil","reflek,satpam,biar,takjil",netral,"['reflek', 'satpam', 'biar', 'takjil']","{'reflek': 1, 'satpam': 1, 'biar': 1, 'takjil': 1}"
"@Freya_JKT48 @anteraja_id Aku juga mau, mau freya😔",Aku juga mau mau freya,aku juga mau mau freya,"['aku', 'juga', 'mau', 'mau', 'freya']","aku,juga,mau,mau,freya",freya,freya,netral,['freya'],{'freya': 1}
@Freya_JKT48 @anteraja_id Ingsfo jadi satpam deket rumahmu,Ingsfo jadi satpam deket rumahmu,ingsfo jadi satpam deket rumahmu,"['ingsfo', 'jadi', 'satpam', 'deket', 'rumahmu']","ingsfo,jadi,satpam,deket,rumah","ingsfo,satpam,deket,rumah","ingsfo,satpam,deket,rumah",netral,"['ingsfo', 'satpam', 'deket', 'rumah']","{'ingsfo': 1, 'satpam': 1, 'deket': 1, 'rumah': 1}"
@Freya_JKT48 @anteraja_id Barakallah kak,Barakallah kak,barakallah kak,"['barakallah', 'kak']","barakallah,kak","barakallah,kak",barakallah,positif,['barakallah'],{'barakallah': 1}
@Freya_JKT48 @anteraja_id Apakah ini satpam nya fre? https://t.co/ijiACkMOIo,Apakah ini satpam nya fre,apakah ini satpam nya fre,"['apakah', 'ini', 'satpam', 'nya', 'fre']","apakah,ini,satpam,nya,fre","satpam,nya,fre",satpam,netral,['satpam'],{'satpam': 1}
@Freya_JKT48 @anteraja_id Nice #BaiknyaRamadhan,Nice BaiknyaRamadhan,nice baiknyaramadhan,"['nice', 'baiknyaramadhan']","nice,baiknyaramadhan","nice,baiknyaramadhan","nice,baiknyaramadhan",netral,"['nice', 'baiknyaramadhan']","{'nice': 1, 'baiknyaramadhan': 1}"
@Freya_JKT48 @anteraja_id Wkwk,Wkwk,wkwk,['wkwk'],wkwk,wkwk,wkwk,netral,['wkwk'],{'wkwk': 1}
@C_OnielJKT48 @anteraja_id Haek gimana kabar nya,Haek gimana kabar nya,haek gimana kabar nya,"['haek', 'gimana', 'kabar', 'nya']","haek,gimana,kabar,nya","haek,gimana,kabar,nya","haek,gimana,kabar",netral,"['haek', 'gimana', 'kabar']","{'haek': 1, 'gimana': 1, 'kabar': 1}"
@Freya_JKT48 @anteraja_id selamat berbuka babe,selamat berbuka babe,selamat berbuka babe,"['selamat', 'berbuka', 'babe']","selamat,buka,babe","selamat,buka,babe","selamat,buka,babe",netral,"['selamat', 'buka', 'babe']","{'selamat': 1, 'buka': 1, 'babe': 1}"
"@Freya_JKT48 @anteraja_id kerennn, vtw showroom dong fre",kerennn vtw showroom dong fre,kerennn vtw showroom dong fre,"['kerennn', 'vtw', 'showroom', 'dong', 'fre']","kerennn,vtw,showroom,dong,fre","kerennn,vtw,showroom,fre","kerennn,showroom",positif,"['kerennn', 'showroom']","{'kerennn': 1, 'showroom': 1}"
@Freya_JKT48 @anteraja_id jangan lupa showroom nya🙏,jangan lupa showroom nya,jangan lupa showroom nya,"['jangan', 'lupa', 'showroom', 'nya']","jangan,lupa,showroom,nya","lupa,showroom,nya","lupa,showroom",netral,"['lupa', 'showroom']","{'lupa': 1, 'showroom': 1}"
@Freya_JKT48 @anteraja_id Aku mau jadi satpam deket rumah Freya. 👮🏻‍♂️,Aku mau jadi satpam deket rumah Freya,aku mau jadi satpam deket rumah freya,"['aku', 'mau', 'jadi', 'satpam', 'deket', 'rumah', 'freya']","aku,mau,jadi,satpam,deket,rumah,freya","satpam,deket,rumah,freya","satpam,deket,rumah,freya",netral,"['satpam', 'deket', 'rumah', 'freya']","{'satpam': 1, 'deket': 1, 'rumah': 1, 'freya': 1}"
@Freya_JKT48 @anteraja_id Semangat kak,Semangat kak,semangat kak,"['semangat', 'kak']","semangat,kak","semangat,kak",semangat,netral,['semangat'],{'semangat': 1}
@Freya_JKT48 @anteraja_id Baiknya kamu Showroom sekarang Freya,Baiknya kamu Showroom sekarang Freya,baiknya kamu showroom sekarang freya,"['baiknya', 'kamu', 'showroom', 'sekarang', 'freya']","baik,kamu,showroom,sekarang,freya","showroom,freya","showroom,freya",netral,"['showroom', 'freya']","{'showroom': 1, 'freya': 1}"
@Freya_JKT48 @anteraja_id Mau juga dong frey takjilnya,Mau juga dong frey takjilnya,mau juga dong frey takjilnya,"['mau', 'juga', 'dong', 'frey', 'takjilnya']","mau,juga,dong,frey,takjil","frey,takjil","frey,takjil",netral,"['frey', 'takjil']","{'frey': 1, 'takjil': 1}"
@Freya_JKT48 @anteraja_id Aku lah si satpam itu 👍🏻,Aku lah si satpam itu,aku lah si satpam itu,"['aku', 'lah', 'si', 'satpam', 'itu']","aku,lah,si,satpam,itu","si,satpam",satpam,netral,['satpam'],{'satpam': 1}
@Freya_JKT48 @anteraja_id mau juga dong takjil,mau juga dong takjil,mau juga dong takjil,"['mau', 'juga', 'dong', 'takjil']","mau,juga,dong,takjil",takjil,takjil,netral,['takjil'],{'takjil': 1}
@Freya_JKT48 @anteraja_id No pic = hoax ndoro,No pic hoax ndoro,no pic hoax ndoro,"['no', 'pic', 'hoax', 'ndoro']","no,pic,hoax,ndoro","no,pic,hoax,ndoro","hoax,ndoro",netral,"['hoax', 'ndoro']","{'hoax': 1, 'ndoro': 1}"
@Freya_JKT48 @anteraja_id Peace love and gawl ✌,Peace love and gawl,peace love and gawl,"['peace', 'love', 'and', 'gawl']","peace,love,and,gawl","peace,love,and,gawl","peace,love,gawl",positif,"['peace', 'love', 'gawl']","{'peace': 1, 'love': 1, 'gawl': 1}"
@Freya_JKT48 @anteraja_id pengen jadi satpam deket rumah kamu👉👈,pengen jadi satpam deket rumah kamu,pengen jadi satpam deket rumah kamu,"['pengen', 'jadi', 'satpam', 'deket', 'rumah', 'kamu']","ken,jadi,satpam,deket,rumah,kamu","ken,satpam,deket,rumah","satpam,deket,rumah",netral,"['satpam', 'deket', 'rumah']","{'satpam': 1, 'deket': 1, 'rumah': 1}"
@Freya_JKT48 @anteraja_id Satpamnya dikasi senyum juga dah dapet sunnah ka,Satpamnya dikasi senyum juga dah dapet sunnah ka,satpamnya dikasi senyum juga dah dapet sunnah ka,"['satpamnya', 'dikasi', 'senyum', 'juga', 'dah', 'dapet', 'sunnah', 'ka']","satpam,kasi,senyum,juga,dah,dapet,sunnah,ka","satpam,kasi,senyum,dah,dapet,sunnah,ka","satpam,kasi,senyum,dapet,sunnah",positif,"['satpam', 'kasi', 'senyum', 'dapet', 'sunnah']","{'satpam': 1, 'kasi': 1, 'senyum': 1, 'dapet': 1, 'sunnah': 1}"
@Freya_JKT48 @anteraja_id Alhamdulillah,Alhamdulillah,alhamdulillah,['alhamdulillah'],alhamdulillah,alhamdulillah,alhamdulillah,positif,['alhamdulillah'],{'alhamdulillah': 1}
@Freya_JKT48 @anteraja_id Fureya chan,Fureya chan,fureya chan,"['fureya', 'chan']","fureya,chan","fureya,chan","fureya,chan",netral,"['fureya', 'chan']","{'fureya': 1, 'chan': 1}"
@anteraja_id Min lagi puasa nih min jgn bikin esmosi,Min lagi puasa nih min jgn bikin esmosi,min lagi puasa nih min jgn bikin esmosi,"['min', 'lagi', 'puasa', 'nih', 'min', 'jgn', 'bikin', 'esmosi']","min,lagi,puasa,nih,min,jgn,bikin,esmosi","min,puasa,nih,min,jgn,bikin,esmosi","puasa,bikin,esmosi",negatif,"['puasa', 'bikin', 'esmosi']","{'puasa': 1, 'bikin': 1, 'esmosi': 1}"
@Freya_JKT48 @anteraja_id Btw selamat berbukaaa,Btw selamat berbukaaa,btw selamat berbukaaa,"['btw', 'selamat', 'berbukaaa']","btw,selamat,berbukaaa","btw,selamat,berbukaaa","selamat,berbukaaa",netral,"['selamat', 'berbukaaa']","{'selamat': 1, 'berbukaaa': 1}"
@Freya_JKT48 @anteraja_id Cakeppp 💙💙,Cakeppp,cakeppp,['cakeppp'],cakeppp,cakeppp,cakeppp,positif,['cakeppp'],{'cakeppp': 1}
@Freya_JKT48 @anteraja_id Alhamdulillah,Alhamdulillah,alhamdulillah,['alhamdulillah'],alhamdulillah,alhamdulillah,alhamdulillah,positif,['alhamdulillah'],{'alhamdulillah': 1}
@Freya_JKT48 @anteraja_id Keren freyana. Aku gadapet nih??,Keren freyana Aku gadapet nih,keren freyana aku gadapet nih,"['keren', 'freyana', 'aku', 'gadapet', 'nih']","keren,freyana,aku,gadapet,nih","keren,freyana,gadapet,nih","keren,freyana,gadapet",netral,"['keren', 'freyana', 'gadapet']","{'keren': 1, 'freyana': 1, 'gadapet': 1}"
@Freya_JKT48 @anteraja_id Mau juga dong dikasih takjil,Mau juga dong dikasih takjil,mau juga dong dikasih takjil,"['mau', 'juga', 'dong', 'dikasih', 'takjil']","mau,juga,dong,kasih,takjil","kasih,takjil","kasih,takjil",netral,"['kasih', 'takjil']","{'kasih': 1, 'takjil': 1}"
@Freya_JKT48 @anteraja_id Aku juga mau frey,Aku juga mau frey,aku juga mau frey,"['aku', 'juga', 'mau', 'frey']","aku,juga,mau,frey",frey,frey,netral,['frey'],{'frey': 1}
@Freya_JKT48 @anteraja_id Sipp,Sipp,sipp,['sipp'],sipp,sipp,sipp,netral,['sipp'],{'sipp': 1}
@Freya_JKT48 @anteraja_id Fotonya mana frey?,Fotonya mana frey,fotonya mana frey,"['fotonya', 'mana', 'frey']","foto,mana,frey","foto,frey","foto,frey",netral,"['foto', 'frey']","{'foto': 1, 'frey': 1}"
@Freya_JKT48 @anteraja_id Semangat ya kerja nya,Semangat ya kerja nya,semangat ya kerja nya,"['semangat', 'ya', 'kerja', 'nya']","semangat,ya,kerja,nya","semangat,ya,kerja,nya","semangat,kerja",netral,"['semangat', 'kerja']","{'semangat': 1, 'kerja': 1}"
@Freya_JKT48 @anteraja_id Keren,Keren,keren,['keren'],keren,keren,keren,positif,['keren'],{'keren': 1}
@Freya_JKT48 @anteraja_id asik dong,asik dong,asik dong,"['asik', 'dong']","asik,dong",asik,asik,netral,['asik'],{'asik': 1}
@Freya_JKT48 @anteraja_id 11-12 kek @A_GitaJKT48 wkwkwkkww,kek wkwkwkkww,kek wkwkwkkww,"['kek', 'wkwkwkkww']","kek,wkwkwkkww","kek,wkwkwkkww",wkwkwkkww,netral,['wkwkwkkww'],{'wkwkwkkww': 1}
#BaiknyaRamadhan kali ini aku mau berbagi takjil ke satpam deket rumah😬✌️@anteraja_id,BaiknyaRamadhan kali ini aku mau berbagi takjil ke satpam deket rumah,baiknyaramadhan kali ini aku mau berbagi takjil ke satpam deket rumah,"['baiknyaramadhan', 'kali', 'ini', 'aku', 'mau', 'berbagi', 'takjil', 'ke', 'satpam', 'deket', 'rumah']","baiknyaramadhan,kali,ini,aku,mau,bagi,takjil,ke,satpam,deket,rumah","baiknyaramadhan,kali,takjil,satpam,deket,rumah","baiknyaramadhan,kali,takjil,satpam,deket,rumah",netral,"['baiknyaramadhan', 'kali', 'takjil', 'satpam', 'deket', 'rumah']","{'baiknyaramadhan': 1, 'kali': 1, 'takjil': 1, 'satpam': 1, 'deket': 1, 'rumah': 1}"
"@anteraja_id gimana nih paket saya kenapa ga di pickup pickup ya?
Ada kendala kah? https://t.co/8l1wj3E4Ex",gimana nih paket saya kenapa ga di pickup pickup ya Ada kendala kah,gimana nih paket saya kenapa ga di pickup pickup ya ada kendala kah,"['gimana', 'nih', 'paket', 'saya', 'kenapa', 'ga', 'di', 'pickup', 'pickup', 'ya', 'ada', 'kendala', 'kah']","gimana,nih,paket,saya,kenapa,ga,di,pickup,pickup,ya,ada,kendala,kah","gimana,nih,paket,ga,pickup,pickup,ya,kendala,kah","gimana,paket,pickup,pickup,kendala",negatif,"['gimana', 'paket', 'pickup', 'pickup', 'kendala']","{'gimana': 1, 'paket': 1, 'pickup': 2, 'kendala': 1}"
"@Christyzer @anteraja_id @A_ChristyJKT48 @XiaomiIndonesia ,@C_OnielJKT48. Bisa dong diedit pakai photoshop hp Xiaomi. https://t.co/QzSYeZLcFY",Bisa dong diedit pakai photoshop hp Xiaomi,bisa dong diedit pakai photoshop hp xiaomi,"['bisa', 'dong', 'diedit', 'pakai', 'photoshop', 'hp', 'xiaomi']","bisa,dong,edit,pakai,photoshop,hp,xiaomi","edit,pakai,photoshop,hp,xiaomi","edit,pakai,photoshop,xiaomi",netral,"['edit', 'pakai', 'photoshop', 'xiaomi']","{'edit': 1, 'pakai': 1, 'photoshop': 1, 'xiaomi': 1}"
@Christyzer @danihoodie95 @anteraja_id @A_ChristyJKT48 Takuttttt,Takuttttt,takuttttt,['takuttttt'],takuttttt,takuttttt,takuttttt,negatif,['takuttttt'],{'takuttttt': 1}
@anteraja_id Akhh oshikuuu,Akhh oshikuuu,akhh oshikuuu,"['akhh', 'oshikuuu']","akhh,oshikuuu","akhh,oshikuuu","akhh,oshikuuu",netral,"['akhh', 'oshikuuu']","{'akhh': 1, 'oshikuuu': 1}"
@F_OllaJKT48 @anteraja_id afh iyh mint,afh iyh mint,afh iyh mint,"['afh', 'iyh', 'mint']","afh,iyh,mint","afh,iyh,mint",mint,netral,['mint'],{'mint': 1}
"Lu belom pernah keselek ban becak min @anteraja_id ? Di tunggu foto terbarunya 

*dimohon jangan di balik fotonya",Lu belom pernah keselek ban becak min Di tunggu foto terbarunya dimohon jangan di balik fotonya,lu belom pernah keselek ban becak min di tunggu foto terbarunya dimohon jangan di balik fotonya,"['lu', 'belom', 'pernah', 'keselek', 'ban', 'becak', 'min', 'di', 'tunggu', 'foto', 'terbarunya', 'dimohon', 'jangan', 'di', 'balik', 'fotonya']","lu,bom,pernah,keselek,ban,becak,min,di,tunggu,foto,baru,mohon,jangan,di,balik,foto","lu,bom,keselek,ban,becak,min,tunggu,foto,mohon,foto","keselek,becak,tunggu,foto,mohon,foto",negatif,"['keselek', 'becak', 'tunggu', 'foto', 'mohon', 'foto']","{'keselek': 1, 'becak': 1, 'tunggu': 1, 'foto': 2, 'mohon': 1}"
