Filter By Length,Label
"satpam,dapet,bonus,senyum",positif
"makasih,cinta,dehh",positif
"masya,allah",positif
"terima,kasih,semangattt",positif
"kerja,bagus",positif
flora,positif
mint,positif
"masya,allah",positif
kereen,positif
"wedehhhh,mantap,anime",positif
"aaaa,keren,asik",positif
"mint,mantap",positif
"keren,mint",positif
kerenn,positif
masyaallah,positif
"satpam,kasi,senyum,dapet,sunnah",positif
"masya,allah",positif
"thanks,info",positif
"alhamdulillah,mkasih,toleransi",positif
"beuhhh,mangstap",positif
"keren,mint",positif
masyaallah,positif
"satpam,kasi,senyum,dapet,sunnah",positif
alhamdulillah,positif
"kerennn,semangat,browwww",positif
"makasiii,kaaa,wkwk,lancar,puasanyaa",positif
barakallah,positif
"bestieku,emang",positif
"mantab,mplor",positif
"keren,oshiku",positif
keren,positif
"widihh,keren",positif
"mint,mantap",positif
"terimakasih,mimin",positif
"wedee,mangtapp",positif
"mantab,mplor",positif
"mantap,kali,cigre",positif
keren,positif
kerenn,positif
"mashallah,subhanallah,matchaaa",positif
"mantap,mint",positif
"wededeh,alhamdulillah",positif
"yeayyy,thankyouu",positif
"udah,anteraja,bantu,alhamdulillah,udah,sampe,kakk",positif
"mantulity,alias,mint",positif
mantap,positif
mantap,positif
"pake,hahaha",positif
"eiitttsss,produk",positif
"satpam,kasi,senyum,dapet,sunnah",positif
"mantab,mplor",positif
"keren,marshaa",positif
"satpam,dapet,bonus,senyum",positif
masyaallah,positif
"keren,matcha",positif
"satpam,kasi,senyum,dapet,sunnah",positif
masyaallah,positif
makasih,positif
mantapp,positif
"eiitttsss,produk",positif
"mantap,mint",positif
"kerennn,semangat,browwww",positif
allhamdulilah,positif
"terima,kasih,cici",positif
oniel,positif
mantap,positif
keren,positif
"makasiii,kaaa,wkwk,lancar,puasanyaa",positif
alhamdulillah,positif
"terimakasih,mimin",positif
allhamdulilah,positif
astaga,positif
"makasih,cijess",positif
mantap,positif
"mint,mantap",positif
keren,positif
allhamdulilah,positif
"wihhh,keren",positif
keren,positif
masyaallah,positif
"satpam,dapet,bonus,senyum",positif
"bestieku,emang",positif
"wededeh,alhamdulillah",positif
"subhanallah,onieeelll",positif
"terima,kasih",positif
"rusa,jaga,semangat",positif
kiyowo,positif
"wihhh,keren",positif
alhamdulillah,positif
"mint,mantap",positif
barakallah,positif
"makasih,ngirimin,makan",positif
"yeayyy,thankyouu",positif
astaga,positif
"makasiii,kaaa,wkwk,lancar,puasanyaa",positif
"terima,kasih,cici",positif
masyaallah,positif
"wiih,alhamdulillah",positif
"udah,anteraja,bantu,alhamdulillah,udah,sampe,kakk",positif
kiyowo,positif
"wihhh,keren,mint",positif
alhamdulillah,positif
masyaallah,positif
"thank,mimin",positif
cakepp,positif
"masyaaallah,freyaa",positif
cinta,positif
"mantap,mint",positif
"bahagia,satpam,wkwk",positif
kerennyaa,positif
"oniel,emang,cantik,banget,sayang,banget,oniel,oniel,rajin,ngabarin",positif
"mint,mantap",positif
mantap,positif
"kerenn,marsha",positif
mantapp,positif
"terima,kasih,cici",positif
"kerenn,marsha",positif
"tolong,thank",positif
oniel,positif
"beuuhhhhhh,mantap",positif
"kalo,tukang,paket",positif
"waini,moga,berkah,aamiin",positif
"mantap,suka,suka",positif
kerennyaa,positif
"terimakasih,mimin",positif
"mantap,cimta",positif
kereen,positif
masyaallah,positif
"terimakasih,mimin",positif
"pake,hahaha",positif
"wedehhhh,mantap,anime",positif
mint,positif
"terima,kasih",positif
ntapppp,positif
keren,positif
"bahagia,satpam,wkwk",positif
"mantap,keren",positif
flora,positif
"aduh,makasih",positif
"terima,kasih,anteraja,marsha,ngetwit",positif
"keren,matcha",positif
kerennyaa,positif
"beuhhhh,keren,banget",positif
"bahagia,satpam,wkwk",positif
mantap,positif
"terimakasih,mimin",positif
"masya,allah",positif
mint,positif
"wedee,mangtapp",positif
mantappp,positif
info,positif
info,positif
mantap,positif
masyaallah,positif
"kirim,pake,frozen",positif
"wedehhhh,mantap,anime",positif
"mantap,cimta",positif
keren,positif
"keren,matcha",positif
"mantaaps,bujet",positif
keren,positif
mantap,positif
semangat,positif
